,filepaths,pipelines,groups,contrast
24,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,100,right-hand
25,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,100,right-hand
26,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,100,right-hand
27,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,100,right-hand
28,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,100,right-hand
29,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,100,right-hand
30,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,100,right-hand
31,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,100,right-hand
32,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,100,right-hand
33,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,100,right-hand
34,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,100,right-hand
35,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,100,right-hand
36,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-0-0_con.nii,spm-5-0-0,100,right-hand
37,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-0-1_con.nii,spm-5-0-1,100,right-hand
38,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-24-0_con.nii,spm-5-24-0,100,right-hand
39,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-24-1_con.nii,spm-5-24-1,100,right-hand
40,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-6-0_con.nii,spm-5-6-0,100,right-hand
41,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-6-1_con.nii,spm-5-6-1,100,right-hand
42,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-0-0_con.nii,spm-8-0-0,100,right-hand
43,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-0-1_con.nii,spm-8-0-1,100,right-hand
44,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-24-0_con.nii,spm-8-24-0,100,right-hand
45,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-24-1_con.nii,spm-8-24-1,100,right-hand
46,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-6-0_con.nii,spm-8-6-0,100,right-hand
47,/Volumes/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-6-1_con.nii,spm-8-6-1,100,right-hand
48,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,101,right-hand
49,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,101,right-hand
50,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,101,right-hand
51,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,101,right-hand
52,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,101,right-hand
53,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,101,right-hand
54,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,101,right-hand
55,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,101,right-hand
56,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,101,right-hand
57,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,101,right-hand
58,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,101,right-hand
59,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,101,right-hand
60,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-0-0_con.nii,spm-5-0-0,101,right-hand
61,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-0-1_con.nii,spm-5-0-1,101,right-hand
62,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-24-0_con.nii,spm-5-24-0,101,right-hand
63,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-24-1_con.nii,spm-5-24-1,101,right-hand
64,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-6-0_con.nii,spm-5-6-0,101,right-hand
65,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-6-1_con.nii,spm-5-6-1,101,right-hand
66,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-0-0_con.nii,spm-8-0-0,101,right-hand
67,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-0-1_con.nii,spm-8-0-1,101,right-hand
68,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-24-0_con.nii,spm-8-24-0,101,right-hand
69,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-24-1_con.nii,spm-8-24-1,101,right-hand
70,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-6-0_con.nii,spm-8-6-0,101,right-hand
71,/Volumes/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-6-1_con.nii,spm-8-6-1,101,right-hand
72,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,102,right-hand
73,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,102,right-hand
74,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,102,right-hand
75,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,102,right-hand
76,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,102,right-hand
77,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,102,right-hand
78,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,102,right-hand
79,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,102,right-hand
80,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,102,right-hand
81,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,102,right-hand
82,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,102,right-hand
83,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,102,right-hand
84,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-0-0_con.nii,spm-5-0-0,102,right-hand
85,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-0-1_con.nii,spm-5-0-1,102,right-hand
86,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-24-0_con.nii,spm-5-24-0,102,right-hand
87,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-24-1_con.nii,spm-5-24-1,102,right-hand
88,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-6-0_con.nii,spm-5-6-0,102,right-hand
89,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-6-1_con.nii,spm-5-6-1,102,right-hand
90,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-0-0_con.nii,spm-8-0-0,102,right-hand
91,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-0-1_con.nii,spm-8-0-1,102,right-hand
92,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-24-0_con.nii,spm-8-24-0,102,right-hand
93,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-24-1_con.nii,spm-8-24-1,102,right-hand
94,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-6-0_con.nii,spm-8-6-0,102,right-hand
95,/Volumes/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-6-1_con.nii,spm-8-6-1,102,right-hand
96,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,103,right-hand
97,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,103,right-hand
98,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,103,right-hand
99,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,103,right-hand
100,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,103,right-hand
101,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,103,right-hand
102,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,103,right-hand
103,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,103,right-hand
104,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,103,right-hand
105,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,103,right-hand
106,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,103,right-hand
107,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,103,right-hand
108,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-0-0_con.nii,spm-5-0-0,103,right-hand
109,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-0-1_con.nii,spm-5-0-1,103,right-hand
110,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-24-0_con.nii,spm-5-24-0,103,right-hand
111,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-24-1_con.nii,spm-5-24-1,103,right-hand
112,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-6-0_con.nii,spm-5-6-0,103,right-hand
113,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-6-1_con.nii,spm-5-6-1,103,right-hand
114,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-0-0_con.nii,spm-8-0-0,103,right-hand
115,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-0-1_con.nii,spm-8-0-1,103,right-hand
116,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-24-0_con.nii,spm-8-24-0,103,right-hand
117,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-24-1_con.nii,spm-8-24-1,103,right-hand
118,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-6-0_con.nii,spm-8-6-0,103,right-hand
119,/Volumes/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-6-1_con.nii,spm-8-6-1,103,right-hand
120,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,104,right-hand
121,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,104,right-hand
122,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,104,right-hand
123,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,104,right-hand
124,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,104,right-hand
125,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,104,right-hand
126,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,104,right-hand
127,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,104,right-hand
128,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,104,right-hand
129,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,104,right-hand
130,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,104,right-hand
131,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,104,right-hand
132,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-0-0_con.nii,spm-5-0-0,104,right-hand
133,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-0-1_con.nii,spm-5-0-1,104,right-hand
134,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-24-0_con.nii,spm-5-24-0,104,right-hand
135,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-24-1_con.nii,spm-5-24-1,104,right-hand
136,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-6-0_con.nii,spm-5-6-0,104,right-hand
137,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-6-1_con.nii,spm-5-6-1,104,right-hand
138,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-0-0_con.nii,spm-8-0-0,104,right-hand
139,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-0-1_con.nii,spm-8-0-1,104,right-hand
140,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-24-0_con.nii,spm-8-24-0,104,right-hand
141,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-24-1_con.nii,spm-8-24-1,104,right-hand
142,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-6-0_con.nii,spm-8-6-0,104,right-hand
143,/Volumes/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-6-1_con.nii,spm-8-6-1,104,right-hand
144,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,105,right-hand
145,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,105,right-hand
146,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,105,right-hand
147,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,105,right-hand
148,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,105,right-hand
149,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,105,right-hand
150,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,105,right-hand
151,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,105,right-hand
152,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,105,right-hand
153,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,105,right-hand
154,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,105,right-hand
155,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,105,right-hand
156,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-0-0_con.nii,spm-5-0-0,105,right-hand
157,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-0-1_con.nii,spm-5-0-1,105,right-hand
158,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-24-0_con.nii,spm-5-24-0,105,right-hand
159,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-24-1_con.nii,spm-5-24-1,105,right-hand
160,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-6-0_con.nii,spm-5-6-0,105,right-hand
161,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-6-1_con.nii,spm-5-6-1,105,right-hand
162,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-0-0_con.nii,spm-8-0-0,105,right-hand
163,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-0-1_con.nii,spm-8-0-1,105,right-hand
164,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-24-0_con.nii,spm-8-24-0,105,right-hand
165,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-24-1_con.nii,spm-8-24-1,105,right-hand
166,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-6-0_con.nii,spm-8-6-0,105,right-hand
167,/Volumes/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-6-1_con.nii,spm-8-6-1,105,right-hand
168,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,106,right-hand
169,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,106,right-hand
170,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,106,right-hand
171,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,106,right-hand
172,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,106,right-hand
173,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,106,right-hand
174,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,106,right-hand
175,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,106,right-hand
176,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,106,right-hand
177,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,106,right-hand
178,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,106,right-hand
179,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,106,right-hand
180,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-5-0-0_con.nii,spm-5-0-0,106,right-hand
181,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-5-0-1_con.nii,spm-5-0-1,106,right-hand
182,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-5-24-0_con.nii,spm-5-24-0,106,right-hand
183,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-5-24-1_con.nii,spm-5-24-1,106,right-hand
184,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-5-6-0_con.nii,spm-5-6-0,106,right-hand
185,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-5-6-1_con.nii,spm-5-6-1,106,right-hand
186,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-8-0-0_con.nii,spm-8-0-0,106,right-hand
187,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-8-0-1_con.nii,spm-8-0-1,106,right-hand
188,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-8-24-0_con.nii,spm-8-24-0,106,right-hand
189,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-8-24-1_con.nii,spm-8-24-1,106,right-hand
190,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-8-6-0_con.nii,spm-8-6-0,106,right-hand
191,/Volumes/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-8-6-1_con.nii,spm-8-6-1,106,right-hand
192,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,107,right-hand
193,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,107,right-hand
194,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,107,right-hand
195,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,107,right-hand
196,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,107,right-hand
197,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,107,right-hand
198,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,107,right-hand
199,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,107,right-hand
200,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,107,right-hand
201,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,107,right-hand
202,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,107,right-hand
203,/Volumes/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,107,right-hand
