,filepaths,pipelines,groups,contrast
34,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,100,right-hand
35,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,100,right-hand
36,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-0-0_con.nii,spm-5-0-0,100,right-hand
37,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-0-1_con.nii,spm-5-0-1,100,right-hand
38,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-24-0_con.nii,spm-5-24-0,100,right-hand
39,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-24-1_con.nii,spm-5-24-1,100,right-hand
40,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-6-0_con.nii,spm-5-6-0,100,right-hand
41,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-5-6-1_con.nii,spm-5-6-1,100,right-hand
42,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-0-0_con.nii,spm-8-0-0,100,right-hand
43,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-0-1_con.nii,spm-8-0-1,100,right-hand
44,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-24-0_con.nii,spm-8-24-0,100,right-hand
45,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-24-1_con.nii,spm-8-24-1,100,right-hand
46,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-6-0_con.nii,spm-8-6-0,100,right-hand
47,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-100_right-hand_spm-8-6-1_con.nii,spm-8-6-1,100,right-hand
48,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,101,right-hand
49,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,101,right-hand
50,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,101,right-hand
51,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,101,right-hand
52,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,101,right-hand
53,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,101,right-hand
54,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,101,right-hand
55,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,101,right-hand
56,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,101,right-hand
57,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,101,right-hand
58,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,101,right-hand
59,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,101,right-hand
60,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-0-0_con.nii,spm-5-0-0,101,right-hand
61,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-0-1_con.nii,spm-5-0-1,101,right-hand
62,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-24-0_con.nii,spm-5-24-0,101,right-hand
63,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-24-1_con.nii,spm-5-24-1,101,right-hand
64,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-6-0_con.nii,spm-5-6-0,101,right-hand
65,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-5-6-1_con.nii,spm-5-6-1,101,right-hand
66,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-0-0_con.nii,spm-8-0-0,101,right-hand
67,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-0-1_con.nii,spm-8-0-1,101,right-hand
68,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-24-0_con.nii,spm-8-24-0,101,right-hand
69,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-24-1_con.nii,spm-8-24-1,101,right-hand
70,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-6-0_con.nii,spm-8-6-0,101,right-hand
71,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-101_right-hand_spm-8-6-1_con.nii,spm-8-6-1,101,right-hand
72,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,102,right-hand
73,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,102,right-hand
74,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,102,right-hand
75,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,102,right-hand
76,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,102,right-hand
77,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,102,right-hand
78,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,102,right-hand
79,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,102,right-hand
80,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,102,right-hand
81,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,102,right-hand
82,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,102,right-hand
83,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,102,right-hand
84,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-0-0_con.nii,spm-5-0-0,102,right-hand
85,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-0-1_con.nii,spm-5-0-1,102,right-hand
86,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-24-0_con.nii,spm-5-24-0,102,right-hand
87,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-24-1_con.nii,spm-5-24-1,102,right-hand
88,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-6-0_con.nii,spm-5-6-0,102,right-hand
89,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-5-6-1_con.nii,spm-5-6-1,102,right-hand
90,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-0-0_con.nii,spm-8-0-0,102,right-hand
91,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-0-1_con.nii,spm-8-0-1,102,right-hand
92,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-24-0_con.nii,spm-8-24-0,102,right-hand
93,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-24-1_con.nii,spm-8-24-1,102,right-hand
94,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-6-0_con.nii,spm-8-6-0,102,right-hand
95,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-102_right-hand_spm-8-6-1_con.nii,spm-8-6-1,102,right-hand
96,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,103,right-hand
97,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,103,right-hand
98,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,103,right-hand
99,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,103,right-hand
100,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,103,right-hand
101,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,103,right-hand
102,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,103,right-hand
103,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,103,right-hand
104,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,103,right-hand
105,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,103,right-hand
106,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,103,right-hand
107,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,103,right-hand
108,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-0-0_con.nii,spm-5-0-0,103,right-hand
109,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-0-1_con.nii,spm-5-0-1,103,right-hand
110,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-24-0_con.nii,spm-5-24-0,103,right-hand
111,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-24-1_con.nii,spm-5-24-1,103,right-hand
112,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-6-0_con.nii,spm-5-6-0,103,right-hand
113,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-5-6-1_con.nii,spm-5-6-1,103,right-hand
114,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-0-0_con.nii,spm-8-0-0,103,right-hand
115,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-0-1_con.nii,spm-8-0-1,103,right-hand
116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-24-0_con.nii,spm-8-24-0,103,right-hand
117,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-24-1_con.nii,spm-8-24-1,103,right-hand
118,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-6-0_con.nii,spm-8-6-0,103,right-hand
119,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-103_right-hand_spm-8-6-1_con.nii,spm-8-6-1,103,right-hand
120,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,104,right-hand
121,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,104,right-hand
122,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,104,right-hand
123,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,104,right-hand
124,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,104,right-hand
125,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,104,right-hand
126,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,104,right-hand
127,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,104,right-hand
128,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,104,right-hand
129,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,104,right-hand
130,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,104,right-hand
131,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,104,right-hand
132,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-0-0_con.nii,spm-5-0-0,104,right-hand
133,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-0-1_con.nii,spm-5-0-1,104,right-hand
134,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-24-0_con.nii,spm-5-24-0,104,right-hand
135,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-24-1_con.nii,spm-5-24-1,104,right-hand
136,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-6-0_con.nii,spm-5-6-0,104,right-hand
137,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-5-6-1_con.nii,spm-5-6-1,104,right-hand
138,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-0-0_con.nii,spm-8-0-0,104,right-hand
139,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-0-1_con.nii,spm-8-0-1,104,right-hand
140,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-24-0_con.nii,spm-8-24-0,104,right-hand
141,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-24-1_con.nii,spm-8-24-1,104,right-hand
142,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-6-0_con.nii,spm-8-6-0,104,right-hand
143,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-104_right-hand_spm-8-6-1_con.nii,spm-8-6-1,104,right-hand
144,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,105,right-hand
145,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,105,right-hand
146,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,105,right-hand
147,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-24-1_con.nii,fsl-5-24-1,105,right-hand
148,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-6-0_con.nii,fsl-5-6-0,105,right-hand
149,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-6-1_con.nii,fsl-5-6-1,105,right-hand
150,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-0-0_con.nii,fsl-8-0-0,105,right-hand
151,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-0-1_con.nii,fsl-8-0-1,105,right-hand
152,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-24-0_con.nii,fsl-8-24-0,105,right-hand
153,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-24-1_con.nii,fsl-8-24-1,105,right-hand
154,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-6-0_con.nii,fsl-8-6-0,105,right-hand
155,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-8-6-1_con.nii,fsl-8-6-1,105,right-hand
156,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-0-0_con.nii,spm-5-0-0,105,right-hand
157,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-0-1_con.nii,spm-5-0-1,105,right-hand
158,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-24-0_con.nii,spm-5-24-0,105,right-hand
159,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-24-1_con.nii,spm-5-24-1,105,right-hand
160,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-6-0_con.nii,spm-5-6-0,105,right-hand
161,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-6-1_con.nii,spm-5-6-1,105,right-hand
162,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-0-0_con.nii,spm-8-0-0,105,right-hand
163,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-0-1_con.nii,spm-8-0-1,105,right-hand
164,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-24-0_con.nii,spm-8-24-0,105,right-hand
165,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-24-1_con.nii,spm-8-24-1,105,right-hand
166,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-6-0_con.nii,spm-8-6-0,105,right-hand
167,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-8-6-1_con.nii,spm-8-6-1,105,right-hand
168,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,106,right-hand
169,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,106,right-hand
170,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-24-0_con.nii,fsl-5-24-0,106,right-hand
